"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","peak_id","chr","start","end"
96.1020498026268,-1.18637513772931,0.279045492061008,-4.25154740528806,2.12298560118805e-05,0.00026800249631204,"chr1_1201288_1201954","chr1",1201288,1201954
60.6688063786861,-1.14223559377893,0.287585254222827,-3.97181558166365,7.13269299448367e-05,0.000720247885646015,"chr1_1591406_1591971","chr1",1591406,1591971
76.7968241985379,1.48413983202912,0.281553909237242,5.27124569518431,1.35500935897637e-07,4.46192973744273e-06,"chr1_1868518_1870107","chr1",1868518,1870107
62.9811602957794,-1.08180609584061,0.2878056295089,-3.75880797636434,0.000170724799235283,0.00145390928778307,"chr1_2151215_2152459","chr1",2151215,2152459
106.922758641751,-1.12226177682421,0.246314926129113,-4.55620694393463,5.20856224220625e-06,8.6553677647911e-05,"chr1_2229026_2229749","chr1",2229026,2229749
97.5336684079652,-1.00593053931529,0.222702527205832,-4.51692467048461,6.27442134774342e-06,0.000100470133696969,"chr1_2255657_2256538","chr1",2255657,2256538
66.5361203702563,-1.02336124299998,0.304981815905731,-3.35548281775691,0.000792265779125858,0.00494907398189214,"chr1_3453832_3455275","chr1",3453832,3455275
85.5186520273555,-1.20002412958752,0.25945348834683,-4.62519944223437,3.74238119826424e-06,6.63495692101296e-05,"chr1_6753265_6754102","chr1",6753265,6754102
46.7013216492925,-1.06833408548793,0.346595047758619,-3.08236973493043,0.00205359590004615,0.0105556856808159,"chr1_7295909_7296415","chr1",7295909,7296415
54.9309326218215,1.07752347273804,0.342153574233961,3.14923927113865,0.00163696106910357,0.00882902804152204,"chr1_9904527_9905452","chr1",9904527,9905452
85.3344398495209,1.77872164120839,0.252317647057668,7.04953324490164,1.79518941545043e-12,3.47451519404013e-10,"chr1_10082596_10083571","chr1",10082596,10083571
47.0324289849755,1.86499776115473,0.351544760088944,5.30515021951364,1.12580246345127e-07,3.83458108638142e-06,"chr1_10310162_10311379","chr1",10310162,10311379
74.8869958272093,-1.40749673920831,0.275940530489956,-5.10072491601427,3.38355030867481e-07,9.39003703578487e-06,"chr1_10415157_10415897","chr1",10415157,10415897
57.2784633569355,1.89301776248399,0.410106452074742,4.61591802057039,3.91361424625506e-06,6.85524205822408e-05,"chr1_11281279_11282553","chr1",11281279,11282553
116.725006557632,-1.02546592579783,0.344704083747864,-2.97491667243465,0.00293068144311962,0.0139847466914196,"chr1_11478274_11479684","chr1",11478274,11479684
70.9215023061003,-1.17669957546228,0.30866396979264,-3.81223495652175,0.00013771587048563,0.00121964840208187,"chr1_11729610_11730799","chr1",11729610,11730799
54.022947574836,1.47532119975564,0.303308025834683,4.8641020813599,1.14977565566284e-06,2.55062287238021e-05,"chr1_12079364_12080603","chr1",12079364,12080603
75.3273087519142,1.51908910926257,0.266572781385631,5.69859046136079,1.20802028934893e-08,6.0664300940766e-07,"chr1_12423745_12425258","chr1",12423745,12425258
107.604302046447,1.57281914213402,0.226469004098744,6.94496427179168,3.7855611811529e-12,6.48726887662697e-10,"chr1_12453299_12455380","chr1",12453299,12455380
63.1284167593551,2.56385539896642,0.416015587884791,6.16288301119247,7.14322827647357e-10,5.71020921611163e-08,"chr1_12460952_12461721","chr1",12460952,12461721
156.160731870625,1.01421192370031,0.230923480989743,4.39198265742996,1.12321660616915e-05,0.000161102752177255,"chr1_12464111_12465081","chr1",12464111,12465081
135.356447554071,1.23679658066364,0.228248623144967,5.41863764005323,6.00548959442795e-08,2.29550909650957e-06,"chr1_12556375_12557745","chr1",12556375,12557745
129.430989795167,2.28615972470969,0.233822699434594,9.77732157843462,1.40889571320234e-22,3.73843660260919e-19,"chr1_12649953_12650660","chr1",12649953,12650660
98.125028209746,-1.174121790441,0.237815197195088,-4.9371184192145,7.9285332269658e-07,1.87730960751447e-05,"chr1_12708908_12710182","chr1",12708908,12710182
60.0758945792168,-1.45152091005726,0.309414338733817,-4.69118824937837,2.71622906581328e-06,5.11161872035239e-05,"chr1_13723711_13724286","chr1",13723711,13724286
134.483456121171,2.35072932792203,0.265464184004386,8.85516566665426,8.35596128622126e-19,1.02587508585179e-15,"chr1_14486147_14487144","chr1",14486147,14487144
38.9338672073851,1.2568953576878,0.362159598674646,3.47055652338781,0.000519381016947857,0.0035416334503092,"chr1_14612201_14612794","chr1",14612201,14612794
66.4977640519816,-1.00462978268995,0.284813535825864,-3.52732456965873,0.000419781835315709,0.00298650704268849,"chr1_15111957_15112750","chr1",15111957,15112750
29.0099267707473,1.77259745073316,0.448446713109723,3.95274934326356,7.72583553504829e-05,0.000766961203966289,"chr1_15866920_15867968","chr1",15866920,15867968
56.6640844994884,1.13561396026349,0.339840423893764,3.34160941553702,0.000832941801046154,0.00515773063299108,"chr1_16112515_16113600","chr1",16112515,16113600
84.5831114662145,1.34016012892796,0.243212865512346,5.51023534920659,3.5835423109437e-08,1.4843961276677e-06,"chr1_16519631_16521280","chr1",16519631,16521280
186.538821629237,1.63911992778654,0.174170405336683,9.41101287912841,4.91378587967195e-21,1.01048321276044e-17,"chr1_16534204_16535947","chr1",16534204,16535947
62.2664775013041,1.84952469978592,0.311098499693122,5.9451418171748,2.76217609401568e-09,1.79895739481748e-07,"chr1_16726922_16727946","chr1",16726922,16727946
100.470234317442,1.04831674254419,0.227872615174914,4.60045074630627,4.21577697310793e-06,7.2867654229237e-05,"chr1_16872357_16873130","chr1",16872357,16873130
473.498855967286,-1.01050266933467,0.11329690474197,-8.91906686803186,4.70233397158289e-19,6.13968072223007e-16,"chr1_16895239_16897602","chr1",16895239,16897602
101.396043254179,-1.07751241806337,0.230845139182423,-4.66768510647253,3.04612276115218e-06,5.61770910257973e-05,"chr1_16920927_16922137","chr1",16920927,16922137
98.4480360251051,1.11522262488204,0.244128234688507,4.56818371011039,4.91968750942836e-06,8.25369641980519e-05,"chr1_16967031_16967706","chr1",16967031,16967706
82.3000980653687,-1.00342161558942,0.250880969757618,-3.99959238263009,6.34516757054528e-05,0.000655066099278587,"chr1_17494118_17494714","chr1",17494118,17494714
63.0062218763211,-1.0135184467465,0.294103809983871,-3.44612484551655,0.000568687565961309,0.00380189638436926,"chr1_19101153_19101833","chr1",19101153,19101833
91.4557439109503,1.02764627384849,0.222683672266147,4.61482543102789,3.93425861819943e-06,6.87834170428082e-05,"chr1_19495202_19496915","chr1",19495202,19496915
50.5638835862311,2.09611536395475,0.314782139610611,6.65893994668079,2.75809593361362e-11,3.74377388137385e-09,"chr1_19987601_19989017","chr1",19987601,19989017
86.9402501624687,1.46135100764638,0.257326702867035,5.67897148397183,1.35507065663115e-08,6.64267264615664e-07,"chr1_20358431_20359376","chr1",20358431,20359376
56.054654068619,1.04017241327697,0.297016979168085,3.5020638085755,0.000461669038865928,0.00322619234814328,"chr1_20399686_20401033","chr1",20399686,20401033
59.9027289327352,-1.62174208411718,0.298026223696749,-5.44160867456868,5.28015656427386e-08,2.05551272365109e-06,"chr1_20449609_20450197","chr1",20449609,20450197
184.415874364352,1.43376118180911,0.157185200719872,9.12147692812561,7.4107411209461e-20,1.17227948535704e-16,"chr1_20480258_20482197","chr1",20480258,20482197
80.5734813207145,1.57921666189939,0.283934619178459,5.56190247765037,2.66849410289672e-08,1.17443723607263e-06,"chr1_20884416_20885605","chr1",20884416,20885605
81.3198019419182,-1.13117229839158,0.298304951289171,-3.79199974222031,0.000149439069320478,0.00130326648908976,"chr1_21069186_21070057","chr1",21069186,21070057
46.0631734686592,1.76004202129369,0.348459099116378,5.05092857599873,4.39667459764705e-07,1.15990141878978e-05,"chr1_21155455_21156895","chr1",21155455,21156895
58.2453663160204,1.20182595066938,0.300835237413649,3.99496402416737,6.47040773696576e-05,0.00066529541152449,"chr1_22414114_22414924","chr1",22414114,22414924
88.5060095727997,1.57854542673337,0.268512547430083,5.87885162850501,4.13122453840613e-09,2.50053080835668e-07,"chr1_22919510_22920805","chr1",22919510,22920805
49.0529031041978,2.01966631299447,0.315684142793481,6.39774394469894,1.57689429323922e-10,1.6193582257051e-08,"chr1_22990242_22990806","chr1",22990242,22990806
67.650999660817,1.33391665779391,0.529094809751554,2.52112973555774,0.0116978713922292,0.0412797858048304,"chr1_23470058_23471224","chr1",23470058,23471224
76.709169305093,1.44890331994668,0.282300159305406,5.13249203794882,2.85930827545485e-07,8.16376677591426e-06,"chr1_24712964_24713854","chr1",24712964,24713854
122.719556964893,1.17726267846742,0.211975434698772,5.5537693796471,2.79574281999463e-08,1.2187038534409e-06,"chr1_24951689_24952842","chr1",24951689,24952842
68.0162996855302,1.43689783718399,0.288605424033379,4.97876241237172,6.39921382769988e-07,1.57598841863805e-05,"chr1_25003388_25004225","chr1",25003388,25004225
58.9225310723214,1.0383263834675,0.277989822484483,3.73512373290379,0.000187622914765356,0.00156683229440141,"chr1_25139962_25140865","chr1",25139962,25140865
51.7419928905553,-2.17614255661718,0.348290080000486,-6.24807504311964,4.15542029103367e-10,3.64794457715642e-08,"chr1_25308963_25309545","chr1",25308963,25309545
